GROUPE (HP2);NOM GROUPE;BATIMENTS (HP3);Adresse;Code postal;Ville;Date de construction;Date de mise en service;Nb d'escaliers (HP4);Nb de lots;Nb de logements;Nb d'ateliers;Nb de parkings;Nb de commerces;Surface utile SUT;Surface habitable SHAB;Surface réelle SRE;Surface réelle commerces;Surface chauffée SCH
109CO;CONDORCET 21;01;21 rue  Condorcet;75009;PARIS;;01/01/2007;4;24;18;0;0;5;1 868;1 755;1 755;2 354;45
109CT;CITE TREVISE 16;01;16 cité de Trévise;75009;PARIS;;01/01/2008;2;9;7;0;0;0;392;377;377;428;0
109JO;JOUBERT 25;COUR;25 rue  Joubert;75009;PARIS;;21/05/2004;1;2;2;0;0;0;118;116;116;122;116
109JO;JOUBERT 25;RUE;25 rue  Joubert;75009;PARIS;;21/05/2004;2;9;9;0;0;0;576;568;568;589;568
109LA;SAINT LAZARE 43;01;43 rue  Saint Lazare;75009;PARIS;;29/05/2009;6;23;20;0;0;3;1 143;1 152;1 152;1 460;0
109LZ;SAINT LAZARE 85;01;85 rue  Saint Lazare;75009;PARIS;01/01/1900;30/11/2018;3;18;16;0;0;2;941;909;909;1 117;909
109MP;VICTOR MASSE J-B PIGALLE;AB;35/37 rue  Victor Massé;75009;PARIS;01/01/1927;01/04/2009;8;86;81;0;0;5;5 460;5 295;5 295;5 903;5 191
109MP;VICTOR MASSE J-B PIGALLE;E;54 rue  Jean-Baptiste Pigalle;75009;PARIS;01/01/1927;16/12/2002;6;31;26;0;0;4;2 445;2 384;2 384;2 942;2 407
109MP;VICTOR MASSE J-B PIGALLE;ADMI;35/39 rue  Victor Massé;75009;PARIS;01/01/1910;16/12/2002;0;0;0;0;0;0;0;0;0;0;0
109MP;VICTOR MASSE J-B PIGALLE;CD;39 rue  Victor Massé;75009;PARIS;01/01/1927;16/12/2002;3;38;35;0;0;2;3 327;3 229;3 216;3 891;3 430
109SL;SAINT LAZARE 59/61;01;59 rue  Saint Lazare;75009;PARIS;;01/07/2005;4;0;0;0;0;0;0;0;0;0;0
109TA;TOUR D'AUVERGNE 35/37;01;35/37 rue de la Tour d'Auvergne;75009;PARIS;;01/09/2000;4;25;25;0;0;0;1 176;1 110;1 110;1 243;46
109TD;TOURDAMES8-12;ADMI;8/12 rue de la Tour des Dames;75009;PARIS;;30/09/2012;0;0;0;0;0;0;0;0;0;0;0
109TD;TOURDAMES8-12;01;8/12 rue de la Tour des Dames;75009;PARIS;;30/09/2012;7;89;84;0;0;4;5 234;5 016;5 016;6 571;6 198
109TU;TURGOT19;02;19 rue  Turgot;75009;PARIS;01/01/1900;13/12/2019;2;13;12;0;0;1;678;678;678;746;678
109TU;TURGOT19;01;19 rue  Turgot;75009;PARIS;01/01/1900;13/12/2019;1;18;18;0;0;0;1 104;1 104;1 104;1 104;1 104
109TU;TURGOT19;03;19 rue  Turgot;75009;PARIS;01/01/1900;13/12/2019;3;19;18;0;0;1;839;839;839;971;839
109VI;VICTOIRE 19-21;01;19/21 rue de la Victoire;75009;PARIS;01/01/1970;30/06/2017;2;17;16;0;0;1;757;735;735;974;735
110AG;AGROUSSIER 6-10;01;6/10 rue  Arthur Groussier;75010;PARIS;01/01/1970;30/06/2017;2;21;21;0;0;0;988;946;946;1 053;946
110AG;AGROUSSIER 6-10;PKC1;6/10 rue  Arthur Groussier;75010;PARIS;01/01/1970;01/05/2020;0;23;0;0;23;0;0;0;0;229;0
110B1;BUISSON SAINT LOUIS 1/5;01;1 passage du Buisson Saint Louis;75010;PARIS;17/04/1994;15/05/1994;5;29;25;0;0;4;0;1 582;1 582;2 370;0
110B2;BUISSON SAINT LOUIS 2;PKC1;2 passage du Buisson Saint Louis;75010;PARIS;01/05/1994;07/12/2009;0;101;0;0;101;0;0;0;0;1 207;0
110B2;BUISSON SAINT LOUIS 2;01;2 passage du Buisson Saint Louis;75010;PARIS;01/05/1994;01/01/1940;4;48;44;0;0;2;28;3 057;3 037;3 617;4
110B2;BUISSON SAINT LOUIS 2;PKC2;5BIS passage du Buisson Saint Louis;75010;PARIS;01/05/1994;01/01/1940;0;42;0;0;42;0;0;0;0;506;0
110B2;BUISSON SAINT LOUIS 2;02;7 passage du Buisson Saint Louis;75010;PARIS;01/05/1994;01/01/1940;4;27;25;0;0;2;0;1 812;1 812;2 309;0
110B3;BUISSON SAINT LOUIS 3;PKC1;14 passage du Buisson Saint Louis;75010;PARIS;01/01/1994;01/03/1994;0;29;0;0;29;0;0;0;0;331;0
110B3;BUISSON SAINT LOUIS 3;01;17 rue du Buisson Saint Louis;75010;PARIS;01/01/1994;01/03/1994;3;29;27;0;0;2;0;1 999;1 999;2 344;223
110B3;BUISSON SAINT LOUIS 3;02;19BIS rue du Buisson Saint Louis;75010;PARIS;01/01/1994;01/03/1994;3;18;17;0;0;1;0;972;972;1 156;0
110B4;BUISSON SAINT LOUIS 17;01;17 passage du Buisson Saint Louis;75010;PARIS;13/02/2001;01/01/1970;0;0;0;0;0;0;0;0;0;0;0
110BT;BICHAT TEMPLE;01;1/9 rue  Bichat;75010;PARIS;01/06/2016;22/04/2016;10;75;71;0;0;4;4 160;3 896;3 896;6 202;3 896
110BT;BICHAT TEMPLE;PKC1;9BIS rue  Bichat;75010;PARIS;01/06/2016;22/04/2016;0;104;0;0;104;0;0;0;0;1 304;0
110BT;BICHAT TEMPLE;02;43/45BIS rue du Faubourg du Temple;75010;PARIS;01/06/2016;22/04/2016;3;22;20;0;0;1;1 442;1 371;1 371;1 731;1 371
110BV;LOUIS BLANC - VILLETTE;COM1;4 rue  Louis Blanc;75010;PARIS;01/05/1956;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
110BV;LOUIS BLANC - VILLETTE;01;2 rue  Louis Blanc;75010;PARIS;01/05/1956;01/01/1940;3;93;92;0;0;0;0;4 598;4 598;4 613;4 592
110BV;LOUIS BLANC - VILLETTE;COM2;2 rue  Louis Blanc;75010;PARIS;01/05/1956;01/01/1940;0;1;0;0;0;1;0;0;0;587;0
110CH;CHALET 15/17 - HEBRARD;01;23 passage  Hébrard;75010;PARIS;28/08/1995;01/08/1995;16;151;139;0;0;10;9 612;9 347;9 347;11 379;86
110CH;CHALET 15/17 - HEBRARD;PKC1;21/23 passage  Hébrard;75010;PARIS;28/08/1995;01/01/2016;0;228;0;0;227;1;0;0;0;2 863;0
110CV;CLAUDE VELLEFAUX 50;01;50 avenue  Claude Vellefaux;75010;PARIS;01/01/1960;01/11/2006;0;0;0;0;0;0;0;0;0;0;0
110DE;DENAIN 4/6/8;B;6 boulevard de Denain;75010;PARIS;01/01/1910;01/07/2005;2;15;12;0;0;1;962;945;945;1 272;945
110DE;DENAIN 4/6/8;C;8 boulevard de Denain;75010;PARIS;01/01/1910;04/05/2021;3;26;22;0;0;2;1 525;1 448;1 448;2 158;956
110DE;DENAIN 4/6/8;A;4 boulevard de Denain;75010;PARIS;01/01/1910;01/07/2005;2;19;14;0;0;3;958;907;907;1 544;0
110FS;FAUBOURG SAINT-DENIS 50;TER1;50/52 rue du Faubourg Saint Denis;75010;PARIS;;20/11/2002;2;0;0;0;0;0;0;0;0;0;0
110FS;FAUBOURG SAINT-DENIS 50;PKC1;50 A rue du Faubourg Saint Denis;75010;PARIS;01/01/2000;20/11/2002;0;24;0;0;24;0;0;0;0;282;0
110FS;FAUBOURG SAINT-DENIS 50;01;50 A rue du Faubourg Saint Denis;75010;PARIS;01/01/2000;20/11/2002;3;23;20;0;0;2;1 283;1 213;1 213;1 736;0
110FT;FAUBOURG DU TEMPLE 113;01;113 rue du Faubourg du Temple;75010;PARIS;;14/12/1988;7;20;17;0;0;3;77;838;838;1 582;73
110FT;FAUBOURG DU TEMPLE 113;02;113 rue du Faubourg du Temple;75010;PARIS;;14/12/1988;1;6;6;0;0;0;0;257;257;257;0
110GB;GRANGE AUX BELLES 55;PKC1;55 rue de la Grange aux Belles;75010;PARIS;01/04/1980;01/01/2010;0;123;0;0;123;0;0;0;0;1 412;0
110GB;GRANGE AUX BELLES 55;FOY;11 rue  Boy-Zelenski;75010;PARIS;01/04/1980;01/01/1980;1;1;0;0;0;0;0;0;0;0;0
110GB;GRANGE AUX BELLES 55;01;55 rue de la Grange aux Belles;75010;PARIS;01/04/1980;01/01/1980;3;110;107;0;0;1;7;7 156;7 149;7 926;7 889
110GE;GRANGEBELLES 41-47;01;41/47 rue de la Grange aux Belles;75010;PARIS;01/01/1972;01/07/2012;3;48;48;0;0;0;2 713;2 555;2 555;2 871;2 555
110GE;GRANGEBELLES 41-47;02;1 rue des Écluses Saint-Martin;75010;PARIS;01/01/1972;01/07/2012;6;45;40;0;0;4;2 791;2 607;2 556;3 898;3 506
110GE;GRANGEBELLES 41-47;PKC1;41 rue de la Grange aux Belles;75010;PARIS;01/01/1972;11/07/2012;0;134;0;0;134;0;0;0;0;1 608;0
110GP;GUY PATIN 9;01;9 rue  Guy Patin;75010;PARIS;30/01/2006;12/02/2014;1;68;67;0;0;0;1 382;1 271;1 271;1 410;1 382
110HA;HAUTEVILLE 49;A;49 rue d' Hauteville;75010;PARIS;30/12/1999;01/11/1999;2;14;13;0;0;1;662;643;643;732;643
110HA;HAUTEVILLE 49;ADMI;49 rue d' Hauteville;75010;PARIS;30/12/1999;01/11/1999;0;0;0;0;0;0;0;0;0;0;0
110HA;HAUTEVILLE 49;B;49 rue d' Hauteville;75010;PARIS;30/12/1999;01/11/1999;1;12;11;0;0;0;704;685;685;750;685
110HA;HAUTEVILLE 49;C;49 rue d' Hauteville;75010;PARIS;30/12/1999;01/11/1999;1;4;4;0;0;0;247;238;238;259;238
110HA;HAUTEVILLE 49;D;49 rue d' Hauteville;75010;PARIS;30/12/1999;01/11/1999;1;6;6;0;0;0;443;429;429;460;429
110HA;HAUTEVILLE 49;E;49 rue d' Hauteville;75010;PARIS;30/12/1999;01/11/1999;1;15;15;0;0;0;908;873;873;972;873
110HA;HAUTEVILLE 49;PKC1;49 rue d' Hauteville;75010;PARIS;30/12/1999;01/11/2021;0;57;0;0;57;0;0;0;0;823;0
110JE;JEMMAPES 118;PKC1;118 quai de Jemmapes;75010;PARIS;01/01/1985;01/01/1985;0;54;0;0;54;0;0;0;0;0;0
110JE;JEMMAPES 118;01;118 quai de Jemmapes;75010;PARIS;01/01/1985;01/01/1985;2;26;26;0;0;0;0;1 990;1 990;2 140;0
110JL;LOUVEL-TESSIER;01;7 rue  Jacques Louvel-Tessier;75010;PARIS;30/10/2001;30/10/2001;6;42;39;0;0;2;2 647;2 517;2 517;2 962;6
110JL;LOUVEL-TESSIER;PKC1;5 rue  Jacques Louvel-Tessier;75010;PARIS;30/10/2001;30/10/2001;0;41;0;0;41;0;0;0;0;507;0
110JP;JEMMAPES 48/50;PKC1;48/50 quai de Jemmapes;75010;PARIS;01/01/1930;10/10/2019;0;15;0;0;15;0;0;0;0;178;0
110LA;LANCRY/LEGOUVE;01;59 rue de Lancry;75010;PARIS;20/06/2006;20/06/2006;2;26;24;0;0;1;1 543;1 534;1 534;1 712;0
110LA;LANCRY/LEGOUVE;PKC1;59 rue de Lancry;75010;PARIS;20/06/2006;20/06/2006;0;21;0;0;21;0;0;0;0;297;0
110LE;LEGOUVE 3/5-MARAIS;02;5 rue  Legouvé;75010;PARIS;01/01/1935;01/01/1935;5;19;17;0;0;2;0;1 012;1 012;1 365;1 353
110LE;LEGOUVE 3/5-MARAIS;01;3 rue  Legouvé;75010;PARIS;01/01/1935;01/01/1935;3;19;17;0;0;2;0;982;982;1 482;1 237
110LF;LA FAYETTE 150;01;150 rue  La Fayette;75010;PARIS;28/05/2002;28/10/2002;4;28;25;0;0;3;1 615;1 522;1 522;2 046;0
110LF;LA FAYETTE 150;02;150 rue  La Fayette;75010;PARIS;28/05/2002;28/10/2002;1;1;1;0;0;0;42;39;39;45;0
110LM;BUISSON ST LOUIS - SA;PKC1;2 rue du Buisson Saint Louis;75010;PARIS;15/09/1988;15/09/1988;0;48;0;0;48;0;0;0;0;616;0
110LM;BUISSON ST LOUIS - SA;PKA2;2 rue du Buisson Saint Louis;75010;PARIS;15/09/1988;15/09/1988;0;0;0;0;0;0;0;0;0;0;0
110LM;BUISSON ST LOUIS - SA;01;192 rue  Saint Maur;75010;PARIS;15/09/1988;15/09/1988;3;34;32;0;0;2;0;2 366;2 366;2 898;0
110LS;SAMPAIX 44 BIS;PKC1;44BIS rue  Lucien Sampaix;75010;PARIS;;22/02/2016;0;12;0;0;12;0;0;0;0;0;0
110LS;SAMPAIX 44 BIS;01;44BIS rue  Lucien Sampaix;75010;PARIS;;22/02/2016;4;14;12;0;0;2;576;538;538;765;608
110LY;LANCRY57;02;57 rue de Lancry;75010;PARIS;;13/05/2016;3;6;5;0;0;1;258;244;244;271;0
110LY;LANCRY57;01;57 rue de Lancry;75010;PARIS;;13/05/2016;4;14;11;0;0;3;485;458;458;556;47
110LY;LANCRY57;03;1 rue  Legouvé;75010;PARIS;;13/05/2016;2;9;8;0;0;1;241;226;226;313;0
110LY;LANCRY57;04;1 rue  Legouvé;75010;PARIS;;13/05/2016;2;6;5;0;0;1;303;289;289;295;0
110ML;MAGENTA99-LA FAYETTE136;01;99 boulevard de Magenta;75010;PARIS;;16/04/2004;5;39;37;0;0;2;2 448;2 375;2 375;3 213;0
110MN;FB MARTIN-PASSAGE MARCHE;01;60/62 rue du Faubourg Saint Martin;75010;PARIS;20/03/2023;01/01/2006;5;16;14;0;0;2;593;568;568;806;41
110PA;PARADIS 44-46;A;44/46 rue de Paradis;75010;PARIS;;09/05/2007;6;62;57;0;0;4;3 675;3 485;3 477;4 408;0
110PA;PARADIS 44-46;01;46 rue de Paradis;75010;PARIS;;09/05/2007;0;0;0;0;0;0;14;13;0;15;0
110PA;PARADIS 44-46;ADMI;46 rue de Paradis;75010;PARIS;;09/05/2007;0;0;0;0;0;0;0;0;0;0;0
110PE;PETITES ECURIES;01;1 cour des Petites Ecuries;75010;PARIS;;29/05/2019;5;21;16;0;0;4;942;942;942;1 165;942
110PI;INDUSTRIE18;01;18 passage de l' Industrie;75010;PARIS;01/03/2023;19/02/2016;3;10;7;0;0;3;209;200;200;291;0
110PO;FG POISSONNIERE 156;01;156 rue du Faubourg Poissonnière;75010;PARIS;;01/04/2024;5;21;17;0;0;3;972;915;915;1 205;0
110PO;FG POISSONNIERE 156;02;156 rue du Faubourg Poissonnière;75010;PARIS;;01/07/2023;5;27;27;0;0;0;1 520;1 457;1 457;1 583;0
110PO;FG POISSONNIERE 156;03;156 rue du Faubourg Poissonnière;75010;PARIS;;25/07/2017;3;25;25;0;0;0;1 261;1 195;1 195;1 344;0
110PR;PARADIS14;01;14 rue de Paradis;75010;PARIS;;31/10/2011;7;29;25;0;0;4;1 353;1 347;1 347;1 925;0
110RB;ROBERT BLACHE FOYER;FOY1;4/6 rue  Robert Blache;75010;PARIS;01/01/1988;01/01/1985;0;0;0;0;0;0;0;0;0;0;0
110SP;22SAMPAIX;01;22 rue  Lucien Sampaix;75010;PARIS;01/01/1950;01/01/2025;1;1;0;0;0;0;0;0;0;0;0
110ST;STRASBOURG 37;01;37 boulevard de Strasbourg;75010;PARIS;15/02/2000;15/02/2000;6;35;32;0;0;3;2 271;2 193;2 193;3 232;99
110T3;TERRAGE 11/13;01;13 rue du Terrage;75010;PARIS;01/01/1930;01/01/1930;3;8;6;0;0;2;0;475;475;614;0
110T5;TERRAGE 15/19;CHF1;15 rue du Terrage;75010;PARIS;01/05/1960;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
110T5;TERRAGE 15/19;01;15 rue du Terrage;75010;PARIS;01/05/1960;01/01/1940;3;68;66;0;0;0;0;3 292;3 292;3 302;3 271
110T5;TERRAGE 15/19;PKA1;19 rue du Terrage;75010;PARIS;01/05/1960;01/01/1940;0;11;0;0;11;0;0;0;0;0;0
110TB;TERRAGE-BOUTRON;01;14 impasse  Boutron;75010;PARIS;06/08/1999;10/08/1999;3;27;26;0;0;1;0;1 607;1 607;1 766;48
110VE;VELLEFAUX-SAMBRE & MEUSE;02;24 rue de Sambre-et-Meuse;75010;PARIS;01/01/1940;01/01/1940;1;47;47;0;0;0;0;2 106;2 106;2 376;2 106
110VE;VELLEFAUX-SAMBRE & MEUSE;PKC1;22 rue de Sambre-et-Meuse;75010;PARIS;01/01/1940;01/01/1940;1;106;0;0;106;0;0;0;0;1 206;0
110VE;VELLEFAUX-SAMBRE & MEUSE;01;34 avenue  Claude Vellefaux;75010;PARIS;01/01/1940;01/01/1940;2;62;61;0;0;0;0;3 140;3 140;3 525;3 144
110VN;VERDUN 1;01;1 avenue de Verdun;75010;PARIS;01/01/1930;29/05/2009;5;31;28;0;0;2;1 872;1 774;1 742;2 438;1 713
110VP;ST VINCENT DE PAUL 17;01;17 rue  Saint Vincent de Paul;75010;PARIS;28/03/2014;28/03/2014;1;16;16;0;0;0;943;884;884;1 001;0
111AL;ST ANTOINE 97 - LHOMME;B;16 passage  Lhomme;75011;PARIS;01/01/1982;01/05/1982;2;16;12;2;0;1;0;826;761;829;0
111AL;ST ANTOINE 97 - LHOMME;PKC1;97 rue du Faubourg Saint Antoine;75011;PARIS;01/01/1982;01/05/2020;0;74;0;0;74;0;0;0;0;848;0
111AL;ST ANTOINE 97 - LHOMME;A;97 rue du Faubourg Saint Antoine;75011;PARIS;01/01/1982;01/05/1982;2;24;23;0;0;1;0;1 510;1 510;3 225;0
111AM;AMELOT 130;01;130 rue  Amelot;75011;PARIS;;01/02/2007;7;38;36;0;0;1;1 962;1 871;1 871;2 104;0
111AU;AUGUSTE LAURENT - ROQUET;PKA2;12/14 rue  Auguste Laurent;75011;PARIS;01/01/1940;01/01/1940;1;22;0;0;22;0;0;0;0;0;0
111AU;AUGUSTE LAURENT - ROQUET;02;12 rue  Auguste Laurent;75011;PARIS;01/01/1940;01/01/1940;3;54;53;0;0;0;0;3 085;3 085;3 148;3 137
111AU;AUGUSTE LAURENT - ROQUET;PKC3;12/14 rue  Auguste Laurent;75011;PARIS;01/01/1940;01/10/2006;0;123;0;0;123;0;0;0;0;1 375;0
111AU;AUGUSTE LAURENT - ROQUET;04;142 rue de la Roquette;75011;PARIS;01/01/1940;01/01/1940;4;59;56;0;0;2;0;3 496;3 496;4 265;3 501
111AU;AUGUSTE LAURENT - ROQUET;CHF1;12/14 rue  Auguste Laurent;75011;PARIS;01/01/1940;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
111B0;BASFROI 20;TER1;;;;01/01/2015;01/01/1970;1;0;0;0;0;0;0;0;0;0;0
111B2;BASFROI 18-24;A;22 rue  Basfroi;75011;PARIS;01/02/2016;21/12/1989;2;0;0;0;0;0;0;0;0;0;0
111B2;BASFROI 18-24;PKC1;18TER rue  Basfroi;75011;PARIS;01/02/2016;01/02/2016;0;42;0;0;42;0;0;0;0;440;0
111B2;BASFROI 18-24;B;22 rue  Basfroi;75011;PARIS;01/02/2016;21/12/1989;1;0;0;0;0;0;0;0;0;0;0
111B2;BASFROI 18-24;03;18TER rue  Basfroi;75011;PARIS;01/02/2016;21/12/1989;4;15;14;0;0;1;688;680;680;790;680
111B2;BASFROI 18-24;01;18TER rue  Basfroi;75011;PARIS;01/02/2016;21/12/1989;3;23;21;0;0;1;1 296;1 289;1 289;1 427;1 289
111B2;BASFROI 18-24;04;18TER rue  Basfroi;75011;PARIS;01/02/2016;21/12/1989;3;5;5;0;0;0;186;186;186;211;186
111B2;BASFROI 18-24;C;22 rue  Basfroi;75011;PARIS;01/02/2016;21/12/1989;1;0;0;0;0;0;0;0;0;0;0
111B2;BASFROI 18-24;05;18TER rue  Basfroi;75011;PARIS;01/02/2016;21/12/1989;2;9;9;0;0;0;620;615;615;667;615
111B2;BASFROI 18-24;02;18TER rue  Basfroi;75011;PARIS;01/02/2016;21/12/1989;3;7;5;0;0;2;225;225;225;324;225
111B4;BASFROI  24;TER1;24 rue  Basfroi;75011;PARIS;01/01/2015;01/01/1970;1;0;0;0;0;0;0;0;0;0;0
111B5;BASFROI 41;D;41 rue  Basfroi;75011;PARIS;;01/07/2005;3;2;2;0;0;0;150;150;150;150;0
111BA;BASFROI 9;01;9 passage  Basfroi;75011;PARIS;;01/02/1996;1;11;11;0;0;0;0;624;624;624;0
111BD;BASFROI-DALLERY-ROQUETTE;03;98 rue de la Roquette;75011;PARIS;01/06/1997;01/09/1997;3;59;57;0;0;1;2 282;3 947;3 947;4 252;3 947
111BD;BASFROI-DALLERY-ROQUETTE;PKC1;45 rue  Basfroi;75011;PARIS;01/06/1997;15/04/1998;1;293;0;0;293;0;0;0;0;3 711;0
111BD;BASFROI-DALLERY-ROQUETTE;01;34 passage  Charles Dallery;75011;PARIS;01/06/1997;01/09/1997;4;33;27;3;0;2;729;2 308;2 289;2 627;2 385
111BD;BASFROI-DALLERY-ROQUETTE;04;43/45 rue  Basfroi;75011;PARIS;01/06/1997;01/09/1997;6;61;57;0;0;4;4 076;3 895;3 895;4 593;3 895
111BD;BASFROI-DALLERY-ROQUETTE;02;30 passage  Charles Dallery;75011;PARIS;01/06/1997;01/09/1997;4;61;50;8;0;0;0;4 901;4 821;5 384;4 912
111BR;BREGUET 27/35;PKC1;35 rue  Bréguet;75011;PARIS;15/06/2018;24/01/2019;0;18;0;0;18;0;0;0;0;205;0
111BR;BREGUET 27/35;01;33 rue  Bréguet;75011;PARIS;15/06/2018;05/01/2015;2;41;40;0;0;0;2 769;2 590;2 590;3 003;2 590
111BU;BUREAU 58;PKC1;60 passage du Bureau;75011;PARIS;01/06/1969;01/01/1940;2;138;0;0;138;0;0;0;0;2 077;0
111BU;BUREAU 58;01;58 passage du Bureau;75011;PARIS;01/06/1969;01/01/1940;7;155;154;0;0;0;0;7 791;7 791;8 263;7 791
111C1;CHARONNE 189;01;189 rue de Charonne;75011;PARIS;01/01/1907;02/12/2010;3;25;23;0;0;2;1 038;987;987;1 169;0
111CB;CHANZY - SAINT-BERNARD;B;4 rue  Chanzy;75011;PARIS;01/06/1958;08/06/1958;3;50;50;0;0;0;0;2 513;2 513;2 513;2 513
111CB;CHANZY - SAINT-BERNARD;A;4 rue  Chanzy;75011;PARIS;01/06/1958;08/06/1958;4;21;19;0;0;1;0;1 421;1 384;1 747;1 676
111CB;CHANZY - SAINT-BERNARD;PKA1;4 rue  Chanzy;75011;PARIS;01/06/1958;08/06/1958;0;47;0;0;47;0;0;0;0;0;0
111CE;CHEVREUL12;02;12 rue  Chevreul;75011;PARIS;;18/01/2018;1;1;0;0;0;1;0;0;0;59;0
111CE;CHEVREUL12;01;12 rue  Chevreul;75011;PARIS;;18/01/2018;2;13;12;0;0;1;871;827;827;976;0
111CF;CROIX FAUBIN 14/16 - ROQ;A;14/16 rue de la Croix Faubin;75011;PARIS;01/01/1933;01/01/1933;3;33;28;2;0;1;19;1 862;1 843;2 132;1 991
111CG;CRESPIN DU GAST;AC01;2/4 rue  Crespin du Gast;75011;PARIS;01/01/1970;21/01/2016;0;1;0;0;0;1;0;0;0;400;0
111CH;CHARONNE 63;COM1;63 rue de Charonne;75011;PARIS;01/01/1983;01/01/1940;0;1;0;0;0;1;0;0;0;80;0
111CH;CHARONNE 63;01;63 rue de Charonne;75011;PARIS;01/01/1983;01/01/1940;4;11;8;0;0;3;0;593;593;831;92
111CI;CHEMIN VERT 123;01;123 rue du Chemin Vert;75011;PARIS;;08/10/2013;7;0;0;0;0;0;0;0;0;0;0
111CI;CHEMIN VERT 123;02;123 rue du Chemin Vert;75011;PARIS;;08/10/2013;1;0;0;0;0;0;0;0;0;0;0
111CM;CHEMIN VERT 35;01;35 rue du Chemin Vert;75011;PARIS;01/01/1910;01/12/2008;3;25;22;0;0;2;1 139;1 096;1 096;1 926;40
111CM;CHEMIN VERT 35;02;2 rue  Moufle;75011;PARIS;01/01/1910;01/12/2008;1;0;0;0;0;0;0;0;0;0;0
111CP;CHANZY30/30BIS;PKC1;30BIS rue  Chanzy;75011;PARIS;01/11/2006;06/11/2006;0;23;0;0;23;0;0;0;0;281;0
111CP;CHANZY30/30BIS;01;30/30BIS rue de Chanzy;75011;PARIS;01/11/2006;06/11/2006;2;21;20;0;0;1;1 359;1 230;1 230;2 635;0
111CP;CHANZY30/30BIS;03;;;;16/02/2007;06/11/2006;0;0;0;0;0;0;0;0;0;0;0
111CR;CHARONNE 61-65;PKC1;63TER boulevard de Charonne;75011;PARIS;30/05/2016;30/05/2016;0;87;0;0;87;0;0;0;0;998;0
111CR;CHARONNE 61-65;02;63 boulevard de Charonne;75011;PARIS;30/05/2016;20/05/2016;1;25;25;0;0;0;1 764;1 684;1 684;1 913;1 684
111CR;CHARONNE 61-65;01;63 boulevard de Charonne;75011;PARIS;30/05/2016;20/05/2016;6;63;35;0;0;5;2 840;2 746;2 259;5 240;3 193
111CR;CHARONNE 61-65;04;63QUATER boulevard de Charonne;75011;PARIS;30/05/2016;20/05/2016;1;11;11;0;0;0;708;675;675;888;675
111CR;CHARONNE 61-65;03;63TER boulevard de Charonne;75011;PARIS;30/05/2016;20/05/2016;1;37;35;0;0;0;2 510;2 427;2 366;2 745;2 427
111CV;CHEMIN VERT-REPUBLIQUE-C;01;125 rue du Chemin Vert;75011;PARIS;01/04/1983;15/04/1983;8;141;131;2;0;2;33;9 415;9 296;11 982;8
111CV;CHEMIN VERT-REPUBLIQUE-C;02;12/14 cité  Joly;75011;PARIS;01/04/1983;15/04/1983;2;16;16;0;0;0;0;1 046;1 046;1 131;0
111CV;CHEMIN VERT-REPUBLIQUE-C;PKC1;125BIS rue du Chemin Vert;75011;PARIS;01/04/1983;08/06/2010;1;159;0;0;159;0;0;0;0;2 057;0
111CV;CHEMIN VERT-REPUBLIQUE-C;03;104 avenue de la République;75011;PARIS;01/04/1983;15/04/1983;1;7;6;0;0;0;0;584;584;652;0
111DU;18 Alexandre Dumas;01;18 rue  Alexandre Dumas;75011;PARIS;;21/02/2024;4;16;13;0;0;3;746;746;746;850;746
111FM;FOLIE MERICOURT 4;02;4 rue de la Folie Méricourt;75011;PARIS;01/06/1983;01/01/1940;1;8;8;0;0;0;0;658;658;658;0
111FM;FOLIE MERICOURT 4;01;4 rue de la Folie Méricourt;75011;PARIS;01/06/1983;01/01/1940;2;9;7;0;0;1;0;702;618;765;0
111FM;FOLIE MERICOURT 4;PKC1;4 rue de la Folie Méricourt;75011;PARIS;01/06/1983;01/01/1940;0;39;0;0;39;0;0;0;0;522;0
111FM;FOLIE MERICOURT 4;03;4 rue de la Folie Méricourt;75011;PARIS;01/06/1983;01/01/1940;1;20;20;0;0;0;0;1 361;1 361;1 361;0
111FO;FORGE ROYALE;01;27 rue de la Forge Royale;75011;PARIS;;01/12/1988;3;11;9;0;0;2;0;652;652;821;70
111FR;FOLIE REGNAULT 20;ADMI;18/20 rue de la Folie-Regnault;75011;PARIS;01/03/1955;01/03/1955;0;0;0;0;0;0;0;0;0;0;0
111FR;FOLIE REGNAULT 20;A;20 rue de la Folie-Regnault;75011;PARIS;01/03/1955;01/03/1955;3;31;30;0;0;0;0;1 338;1 338;1 349;5
111FR;FOLIE REGNAULT 20;B;20 rue de la Folie-Regnault;75011;PARIS;01/03/1955;01/03/1955;3;31;30;0;0;0;0;1 350;1 350;1 352;0
111FV;FONTAINE AU ROI 89 - VAU;PKC1;24 rue de Vaucouleurs;75011;PARIS;01/02/1990;01/03/1990;0;12;0;0;12;0;0;0;0;147;0
111FV;FONTAINE AU ROI 89 - VAU;01;89 rue de la Fontaine au Roi;75011;PARIS;01/02/1990;01/03/1990;1;18;18;0;0;0;0;1 343;1 343;1 370;0
111GP;GRAND PRIEURE 4;01;4 rue du Grand Prieuré;75011;PARIS;;16/04/2004;2;19;17;0;0;2;873;817;817;1 547;0
