GROUPE (HP2);NOM GROUPE;BATIMENTS (HP3);Adresse;Code postal;Ville;Date de construction;Date de mise en service;Nb d'escaliers (HP4);Nb de lots;Nb de logements;Nb d'ateliers;Nb de parkings;Nb de commerces;Surface utile SUT;Surface habitable SHAB;Surface réelle SRE;Surface réelle commerces;Surface chauffée SCH
119AC;ARMAND CARREL 27;B;35 rue  Armand Carrel;75019;PARIS;01/03/1963;01/01/1940;3;55;54;0;0;0;0;3 430;3 430;3 520;3 430
115LV;THEURIET BARTHOLOME;07;7/11 avenue de la Porte de Plaisance;75015;PARIS;01/09/2016;28/08/2015;2;25;24;0;0;1;1 345;1 279;1 279;1 782;1 279
116PO;POSSOZ 6;01;6 place  Possoz;75016;PARIS;01/01/1965;15/01/2017;1;48;45;0;0;1;3 235;2 875;2 875;4 251;3 279
117RE;PIERRE REBIERE 10/72;12;64 rue  Pierre Rebière;75017;PARIS;15/09/2011;01/12/2011;1;19;19;0;0;0;1 360;1 275;1 275;1 458;1 275
116HU;Victor Hugo 111;01;111 avenue  Victor Hugo;75016;PARIS;15/02/2023;19/09/2014;42;75;33;0;0;42;1 229;1 160;1 160;2 886;0
116M3;MURAT123bis;01;1 rue  Gudin;75016;PARIS;19/03/2013;12/04/2010;2;11;10;0;0;1;592;577;577;803;0
119FG;FLANDRE 13-GASTON REBUFF;PKC1;10 rue  Gaston Rebuffat;75019;PARIS;15/06/1993;15/06/1993;3;200;0;0;200;0;0;0;0;2 674;0
119FE;FESSART 40/50;PKA1;44 rue  Fessart;75019;PARIS;01/10/1963;10/04/1970;3;116;0;0;116;0;0;0;0;74;0
119CR;CRIMEE-MODERNE;01;97 rue de Crimée;75019;PARIS;01/09/1974;01/01/1940;5;80;77;0;0;2;0;4 688;4 688;5 611;5 221
119CJ;1 Cité Jandelle;AC01;1 cité  Jandelle;75019;PARIS;01/03/2023;22/07/2015;0;1;0;0;0;1;0;0;0;50;0
119OO;OURCQ 49/53-OISE 3/9;RES1;51 rue de l' Ourcq;75019;PARIS;01/02/1923;01/01/2001;0;0;0;0;0;0;0;0;0;0;0
119BO;BOTZARIS 28-FESSARD-PREA;PKA1;30 rue  Botzaris;75019;PARIS;01/12/1961;01/04/1935;3;83;0;0;83;0;0;0;0;0;0
117C1;CARDINET151bis-155bis;01;151BIS/155BIS rue  Cardinet;75017;PARIS;19/03/2013;31/05/2013;5;66;63;0;0;2;3 910;3 719;3 719;4 531;3 719
112RD;REUILLY20 DIDEROT75;06;20 rue de Reuilly;75012;PARIS;;06/12/2013;0;0;0;0;0;0;0;0;0;0;0
116VL;VAN LOO 2/18-BLERIOT-VE;C;14 rue  Van Loo;75016;PARIS;01/06/1958;01/01/1940;4;62;60;0;0;1;0;2 863;2 863;2 994;2 866
112RD;REUILLY20 DIDEROT75;17;20 rue de Reuilly;75012;PARIS;;06/12/2013;0;0;0;0;0;0;0;0;0;0;0
119AC;ARMAND CARREL 27;C;23 rue  Armand Carrel;75019;PARIS;01/03/1963;23/10/2023;3;55;54;0;0;0;0;3 447;3 447;3 528;3 447
116VL;VAN LOO 2/18-BLERIOT-VE;PKC2;4/6 rue  Van Loo;75016;PARIS;01/06/1958;01/01/1940;0;14;0;0;14;0;0;0;0;184;0
117RE;PIERRE REBIERE 10/72;01;10 rue  Pierre Rebière;75017;PARIS;15/09/2011;01/12/2011;1;11;11;0;0;0;814;738;738;889;738
118OC;ORNANO 57 CHAMPIONNET 70;01;57 boulevard  Ornano;75018;PARIS;;28/09/2015;4;66;0;0;0;1;1 282;1 278;0;1 601;0
116PA;PASSY 60/62;02;60/62 rue de Passy;75016;PARIS;;01/10/2013;2;19;18;0;0;0;1 016;980;980;1 086;0
117RE;PIERRE REBIERE 10/72;05;22 rue  Pierre Rebière;75017;PARIS;15/09/2011;01/12/2011;1;15;15;0;0;0;1 086;988;988;1 236;988
119FK;FLANDRE 167/171-ALPHONSE;PKC1;167 avenue de Flandre;75019;PARIS;01/02/1990;01/03/1990;1;65;0;0;65;0;0;0;0;0;0
119FG;FLANDRE 13-GASTON REBUFF;01;13 avenue de Flandre;75019;PARIS;15/06/1993;15/06/1993;6;75;70;0;0;2;0;4 726;4 726;5 454;6
119CR;CRIMEE-MODERNE;02;10 avenue  Moderne;75019;PARIS;01/09/1974;01/01/1940;6;162;157;0;0;1;88;11 392;11 378;12 391;11 487
119SP;SECRETAN-PAILLERON;02;81BIS avenue  Secrétan;75019;PARIS;01/04/1960;01/03/1960;1;12;0;12;0;0;0;998;998;1 034;1 007
119OP;ORME-PETIN;A1A2;25BIS rue de Romainville;75019;PARIS;01/04/1981;01/10/1980;5;43;41;0;0;1;0;3 108;3 108;3 400;3 130
119B2;22 rue des Bois;01;22 rue des Bois;75019;PARIS;01/01/1910;22/07/2015;2;23;22;0;0;1;802;765;765;916;843
117GC;GCHARPENTIER 6/10;01;6/10 rue  Gustave Charpentier;75017;PARIS;17/04/2013;15/04/2013;1;0;0;0;0;0;0;0;0;0;0
113DA;DAVIEL 29/31;01;29/31 rue  Daviel;75013;PARIS;16/03/2012;16/03/2012;1;0;0;0;0;0;0;0;0;0;0
114OD;ODESSA 7;01;7 rue d' Odessa;75014;PARIS;;06/08/2015;2;10;8;0;0;1;727;683;683;872;683
112RD;REUILLY20 DIDEROT75;15;20 rue de Reuilly;75012;PARIS;;06/12/2013;0;0;0;0;0;0;0;0;0;0;0
119AL;ALSACE LORRAINE-SOLIDARI;PKA1;16/18 rue de la Solidarité;75019;PARIS;01/03/1981;01/10/2006;0;8;0;0;8;0;0;0;0;48;0
117BP;BOIS LE PRETRE 2;B;3/9 rue  Émile Borel;75017;PARIS;01/12/1961;10/03/2021;5;91;88;0;0;1;0;5 852;5 852;6 500;5 852
117RE;PIERRE REBIERE 10/72;02;12 rue  Pierre Rebière;75017;PARIS;15/09/2011;01/12/2011;1;10;10;0;0;0;798;729;729;867;729
119IS;INDOCHINE-SERURIER-PTE B;A1;4 rue de Cahors;75019;PARIS;01/04/1935;01/12/1930;7;60;56;0;0;4;0;2 861;2 861;3 318;0
117RE;PIERRE REBIERE 10/72;04;18 rue  Pierre Rebière;75017;PARIS;15/09/2011;01/12/2011;1;5;5;0;0;0;408;366;366;451;366
117RE;PIERRE REBIERE 10/72;06;42 rue  Pierre Rebière;75017;PARIS;15/09/2011;01/12/2011;2;17;16;0;0;0;1 011;975;975;1 116;1 046
119FL;FLANDRE 41;B;41 avenue de Flandre;75019;PARIS;01/04/1973;01/01/1940;3;124;120;0;0;3;0;6 795;6 795;7 830;7 410
119FL;FLANDRE 41;A;41 avenue de Flandre;75019;PARIS;01/04/1973;01/01/1940;4;124;120;0;0;2;25;6 820;6 795;7 896;7 109
119FA;FLANDRE 156/160-ARGONNE;PKC1;30 rue de l' Argonne;75019;PARIS;01/09/1998;01/12/2021;0;60;0;0;60;0;0;0;0;771;0
119S5;SOLITAIRES 5/7;03;7 rue des Solitaires;75019;PARIS;;01/09/1981;1;12;12;0;0;0;0;636;636;636;0
119OP;ORME-PETIN;F;1/5 impasse  Petin;75019;PARIS;01/04/1981;01/10/1980;1;18;18;0;0;0;0;1 380;1 380;1 443;1 380
119CB;COMPANS-BELLEVILLE;01;213 rue de Belleville;75019;PARIS;01/01/1976;01/01/1940;4;32;29;0;0;2;0;1 748;1 748;2 417;2 153
117LR;LAUGIER92;01;92 rue  Laugier;75017;PARIS;;22/12/2015;3;16;14;0;0;2;854;810;810;1 066;814
113EO;CANTAGREL-EUGENE OUDINE;D;2 rue  Eugène Oudiné;75013;PARIS;01/10/1957;01/10/1957;2;20;20;0;0;0;0;1 329;1 329;1 329;0
117BP;BOIS LE PRETRE 2;H1;10 rue  Émile Borel;75017;PARIS;01/12/1961;01/01/1940;4;0;0;0;0;0;0;0;0;0;0
112RD;REUILLY20 DIDEROT75;21;20 rue de Reuilly;75012;PARIS;;06/12/2013;0;0;0;0;0;0;0;0;0;0;0
119JI;JANSSEN-INSPECTEUR ALLES;PKC1;13 rue de l' Inspecteur Allès;75019;PARIS;01/12/1975;01/01/1940;0;31;0;0;31;0;0;0;0;396;0
117BP;BOIS LE PRETRE 2;H2;;;;01/12/1961;01/01/1940;5;1;0;0;0;1;0;0;0;0;0
117RE;PIERRE REBIERE 10/72;03;14 rue  Pierre Rebière;75017;PARIS;15/09/2011;01/12/2011;1;9;9;0;0;0;702;653;653;750;653
119IS;INDOCHINE-SERURIER-PTE B;B2;8 rue de Toulouse;75019;PARIS;01/04/1935;01/12/1930;3;51;48;0;0;0;0;2 288;2 288;2 315;7
117RE;PIERRE REBIERE 10/72;11;60/62 rue  Pierre Rebière;75017;PARIS;15/09/2011;01/12/2011;2;2;2;0;0;0;108;105;105;138;105
117RE;PIERRE REBIERE 10/72;07;42 rue  Pierre Rebière;75017;PARIS;15/09/2011;01/12/2011;1;5;5;0;0;0;437;422;422;461;422
119FL;FLANDRE 41;PKC2;41 avenue de Flandre;75019;PARIS;01/04/1973;01/01/2014;0;288;0;0;288;0;0;0;0;3 348;0
119FL;FLANDRE 41;C;45 avenue de Flandre;75019;PARIS;01/04/1973;01/01/1940;2;24;21;1;0;1;0;1 533;1 533;1 919;1 547
119FA;FLANDRE 156/160-ARGONNE;01;160 avenue de Flandre;75019;PARIS;01/09/1998;01/09/1998;4;41;37;0;0;2;3 062;2 860;2 860;3 561;4
119VS;VILLETTE-STEMLER-ST CHAU;02;56 boulevard de la Villette;75019;PARIS;01/04/1982;15/10/1982;4;42;42;0;0;0;0;2 901;2 901;2 986;0
119OR;ORME 17;01;17 rue de l' Orme;75019;PARIS;01/10/1955;17/10/1955;4;47;46;0;0;0;0;2 286;2 286;2 286;0
119OO;OURCQ 49/53-OISE 3/9;B;51 rue de l' Ourcq;75019;PARIS;01/02/1923;21/03/1922;7;89;88;0;0;1;161;3 836;3 836;3 967;0
119A6;AUBERVILLIERS 66;02;66BIS rue d' Aubervilliers;75019;PARIS;01/06/1976;01/01/1940;5;42;41;0;0;0;0;3 129;3 129;3 166;3 163
113EO;CANTAGREL-EUGENE OUDINE;C;2 rue  Eugène Oudiné;75013;PARIS;01/10/1957;01/10/1957;2;29;28;0;0;0;0;1 111;1 111;1 134;0
117BP;BOIS LE PRETRE 2;PKA1;2 boulevard du Bois le Prêtre;75017;PARIS;01/12/1961;01/01/1940;2;0;0;0;0;0;0;0;0;0;0
112RD;REUILLY20 DIDEROT75;20;20 rue de Reuilly;75012;PARIS;;06/12/2013;0;0;0;0;0;0;0;0;0;0;0
119KA;ALPHONSE KARR;E;21 rue  Alphonse Karr;75019;PARIS;01/08/1932;01/01/1932;4;42;40;0;0;2;0;1 950;1 950;2 122;0
118CR;CLIGNANCOURT 83;01;83 rue de Clignancourt;75018;PARIS;;03/12/2012;2;15;14;0;0;1;735;693;693;810;0
117RE;PIERRE REBIERE 10/72;10;54/56 rue  Pierre Rebière;75017;PARIS;15/09/2011;01/12/2011;3;20;20;0;0;0;1 306;1 254;1 254;1 505;1 254
119IS;INDOCHINE-SERURIER-PTE B;E1;13 rue de Toulouse;75019;PARIS;01/04/1935;01/12/1930;3;58;49;0;0;0;2;2 548;2 548;2 603;2 548
117RE;PIERRE REBIERE 10/72;13;66/68 rue  Pierre Rebière;75017;PARIS;15/09/2011;01/12/2011;3;2;1;0;0;1;92;85;85;173;85
117RE;PIERRE REBIERE 10/72;09;48 rue  Pierre Rebière;75017;PARIS;15/09/2011;01/12/2011;1;7;7;0;0;0;495;455;455;549;455
119RT;RIQUET 33/39-TANGER 32;CHF1;37 rue  Riquet;75019;PARIS;01/02/1958;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
119RQ;RIQUET 29;01;29 rue  Riquet;75019;PARIS;17/07/2009;01/06/2009;2;46;44;0;0;1;2 819;2 654;2 654;3 243;2 654
119FA;FLANDRE 156/160-ARGONNE;02;158 avenue de Flandre;75019;PARIS;05/01/2015;01/09/1998;1;1;1;0;0;0;39;36;36;43;0
604MU;PETIT MUSC 18;01;18 rue du Petit Musc;75004;PARIS;08/11/1932;01/01/1930;3;16;15;0;0;1;740;723;723;790;723
119PR;PREVOYANCE-ALSACE LORRAI;A;24/26 rue de la Prévoyance;75019;PARIS;01/11/1989;01/11/1989;1;27;27;0;0;0;0;1 755;1 755;1 840;0
119OP;ORME-PETIN;A;5 rue de l' Orme;75019;PARIS;01/04/1981;01/10/1980;1;23;23;0;0;0;0;1 405;1 405;1 611;1 405
119BC;BOLIVAR-CHAUFOURNIERS;01;20 rue des Chaufourniers;75019;PARIS;01/04/1980;01/04/1980;3;26;25;0;0;0;0;1 823;1 823;1 937;1 835
114DR;DENFERT ROCHEREAU 61;01;61 avenue  Denfert-Rochereau;75014;PARIS;01/01/1910;01/02/2010;3;10;8;0;0;2;479;450;450;644;0
117B6;Bayen 60;01;60 rue  Bayen;75017;PARIS;;28/10/2010;4;21;17;0;0;2;796;740;740;1 014;0
114MO;LOUIS MORARD 15;01;15 rue  Louis Morard;75014;PARIS;01/01/1907;28/10/2010;1;13;13;0;0;0;511;488;488;534;0
119KA;ALPHONSE KARR;F;27 rue  Alphonse Karr;75019;PARIS;01/08/1932;01/01/1932;2;34;34;0;0;0;0;1 502;1 502;1 507;0
118PP;POLONCEAU 53/57-POISSONN;TER3;57 rue  Polonceau;75018;PARIS;26/12/1996;01/01/1970;2;0;0;0;0;0;0;0;0;0;0
117RE;PIERRE REBIERE 10/72;14;70 rue  Pierre Rebière;75017;PARIS;15/09/2011;01/12/2011;1;3;3;0;0;0;236;208;208;263;208
119IS;INDOCHINE-SERURIER-PTE B;F2;19 boulevard d' Indochine;75019;PARIS;01/04/1935;01/12/1930;2;38;35;0;0;0;0;2 101;2 066;2 177;2 107
115VF;VAUGIRARD 383 FOYER;01;;;;14/10/2013;14/10/2013;1;0;0;0;0;0;0;0;0;0;0
119IS;INDOCHINE-SERURIER-PTE B;A3;3 rue de Toulouse;75019;PARIS;01/04/1935;01/12/1930;1;21;20;0;0;0;0;1 023;1 023;1 027;0
119SA;SOLITAIRES-ANNELETS;PKC1;11 rue des Annelets;75019;PARIS;01/07/1981;01/01/2022;0;43;0;0;43;0;0;0;0;573;0
119SD;QUAISEINE 85 DUVERGIER 4;PKC1;163BIS rue de Crimée;75019;PARIS;01/01/1988;31/07/2009;0;52;0;0;52;0;0;0;0;624;0
119RQ;RIQUET 29;PKC1;27BIS rue  Riquet;75019;PARIS;17/07/2009;01/06/2009;0;44;0;0;44;0;0;0;0;528;0
610LS;LUCIEN SAMPAIX 43;01;43 rue  Lucien Sampaix;75010;PARIS;07/04/1932;01/01/1930;3;20;18;0;0;2;700;686;686;779;47
119P2;PREAULT 8/14;AB;12/14 rue  Préault;75019;PARIS;01/10/1963;01/01/1940;2;50;49;0;0;0;0;3 331;3 331;3 340;3 335
119OP;ORME-PETIN;B;23BIS rue de Romainville;75019;PARIS;01/04/1981;01/10/1980;1;16;16;0;0;0;0;905;905;912;905
119BO;BOTZARIS 28-FESSARD-PREA;01;28 rue  Botzaris;75019;PARIS;01/12/1961;01/04/1935;4;115;114;0;0;0;0;6 042;6 042;6 175;6 042
115FR;FREMICOURT 35/39;PKC1;39BIS rue  Frémicourt;75015;PARIS;05/01/2012;05/01/2012;0;35;0;0;35;0;0;0;0;420;0
118DE;DUPLOYE11/13;01;11/13 rue  Émile Duployé;75018;PARIS;15/12/2012;15/12/2012;2;19;19;0;0;0;1 130;1 101;1 101;1 205;1 101
114OB;OBSERVATOIRE 26;02;26BIS avenue de l' Observatoire;75014;PARIS;;31/10/2007;1;48;0;0;0;0;1 929;1 887;0;1 972;1 011
119KA;ALPHONSE KARR;I;32 rue  Alphonse Karr;75019;PARIS;01/08/1932;01/12/2011;6;110;103;0;0;1;0;4 720;4 720;4 824;0
119AL;ALSACE LORRAINE-SOLIDARI;B;20/22/24 rue de la Solidarité;75019;PARIS;01/03/1981;17/09/2021;3;115;112;0;0;2;31;7 761;7 761;8 252;7 816
117RE;PIERRE REBIERE 10/72;15;72 rue  Pierre Rebière;75017;PARIS;15/09/2011;01/12/2011;2;19;18;0;0;1;1 269;1 153;1 153;1 468;1 237
119IS;INDOCHINE-SERURIER-PTE B;I1;2 avenue  Ambroise Rendu;75019;PARIS;01/04/1935;01/12/1930;3;53;42;0;0;0;0;2 539;2 539;2 648;2 539
119IS;INDOCHINE-SERURIER-PTE B;B4;7 rue de Périgueux;75019;PARIS;01/04/1935;01/12/1930;4;51;49;0;0;0;0;2 396;2 396;2 412;5
119IS;INDOCHINE-SERURIER-PTE B;B1;4 rue de Toulouse;75019;PARIS;01/04/1935;01/12/1930;7;110;106;0;0;1;33;4 923;4 890;4 968;0
119SA;SOLITAIRES-ANNELETS;01;1/3 rue des Annelets;75019;PARIS;01/07/1981;01/07/1981;5;84;81;0;0;1;0;5 662;5 662;6 546;7
119CJ;1 Cité Jandelle;01;1 cité  Jandelle;75019;PARIS;01/03/2023;22/07/2015;5;12;12;0;0;0;643;631;631;678;631
119RT;RIQUET 33/39-TANGER 32;01;32 rue de Tanger;75019;PARIS;01/02/1958;01/01/1940;6;78;76;0;0;1;0;3 921;3 921;4 176;4 127
120VS;"	VICTOR SEGALEN 1/3";ADMI;1/3 rue  Victor Segalen;75020;PARIS;01/02/1980;15/11/1980;0;0;0;0;0;0;0;0;0;0;0
119P2;PREAULT 8/14;PKA1;12 rue  Préault;75019;PARIS;01/10/1963;01/01/1940;3;87;0;0;87;0;0;0;0;13;0
119PR;PREVOYANCE-ALSACE LORRAI;B;4/6 rue d' Alsace-Lorraine;75019;PARIS;01/11/1989;01/11/1989;1;10;10;0;0;0;0;560;560;560;0
119BO;BOTZARIS 28-FESSARD-PREA;CHF1;3 rue  Préault;75019;PARIS;01/12/1961;01/04/1935;0;0;0;0;0;0;0;0;0;0;0
115FT;FAVORITES32;01;32 rue des Favorites;75015;PARIS;01/01/1929;01/09/2021;1;35;34;0;0;0;1 185;1 099;1 099;1 220;1 099
118PP;POLONCEAU 53/57-POISSONN;TER1;53 rue  Polonceau;75018;PARIS;26/12/1996;01/01/1970;1;0;0;0;0;0;0;0;0;0;0
115LV;THEURIET BARTHOLOME;05;27/29 avenue  Albert Bartholomé;75015;PARIS;01/09/2016;28/08/2015;2;19;18;0;0;1;1 092;1 025;1 025;1 324;1 025
119KA;ALPHONSE KARR;H;36 rue  Alphonse Karr;75019;PARIS;01/08/1932;09/09/2019;3;50;49;0;0;0;0;2 129;2 129;2 235;0
119AC;ARMAND CARREL 27;PKC1;27 rue  Armand Carrel;75019;PARIS;01/03/1963;01/01/1940;0;43;0;0;43;0;0;0;0;605;0
117P8;POUCHET 84;01;84 rue  Pouchet;75017;PARIS;01/01/1992;01/01/1970;1;0;0;0;0;0;0;0;0;0;0
119IS;INDOCHINE-SERURIER-PTE B;I3;18 rue de Périgueux;75019;PARIS;01/04/1935;01/12/1930;11;65;56;0;0;8;0;2 976;2 976;3 770;3 303
119IS;INDOCHINE-SERURIER-PTE B;CHFG;12 avenue  Ambroise Rendu;75019;PARIS;01/04/1935;01/12/1930;0;0;0;0;0;0;0;0;0;0;0
119IS;INDOCHINE-SERURIER-PTE B;B3;8 rue de Toulouse;75019;PARIS;01/04/1935;01/12/1930;3;40;39;0;0;0;0;2 478;2 478;2 478;0
119SE;SERURIER-ALPHONSE AULARD;01;52 boulevard  Sérurier;75019;PARIS;01/01/1940;01/01/1940;4;43;41;0;0;2;0;2 252;2 252;2 660;0
119CL;CLAVEL 14/16;CHF1;14 rue  Clavel;75019;PARIS;01/07/1960;01/07/1960;0;0;0;0;0;0;0;0;0;0;0
119RT;RIQUET 33/39-TANGER 32;03;33 rue  Riquet;75019;PARIS;01/02/1958;01/01/1940;5;81;80;0;0;0;0;4 015;4 015;4 032;4 014
219SE;"	SERURIER-ALGERIE-ALPHONS";ADMI;50/52 boulevard  Sérurier;75019;PARIS;01/09/1932;01/01/1932;0;0;0;0;0;0;0;0;0;0;0
320H9;HAIES 79/81 SAVART 7/11;03;79 rue des Haies;75020;PARIS;01/01/1920;01/01/1920;2;0;0;0;0;0;0;0;0;0;0
119P2;PREAULT 8/14;C;8 rue  Préault;75019;PARIS;01/10/1963;01/01/1940;1;52;52;0;0;0;0;2 911;2 911;2 911;2 911
119CA;CAVENDISH 26;01;26 rue  Cavendish;75019;PARIS;01/06/1958;01/06/1958;2;20;20;0;0;0;0;1 052;1 052;1 052;1 049
115GR;GROULT116;01;116 rue de l' Abbé Groult;75015;PARIS;01/01/1914;01/06/2015;3;8;6;0;0;2;352;338;338;776;0
119AC;ARMAND CARREL 27;A;29 rue  Armand Carrel;75019;PARIS;01/03/1963;01/01/1940;3;42;42;0;0;0;0;2 686;2 686;2 728;2 686
116VL;VAN LOO 2/18-BLERIOT-VE;PKA1;4/6 rue  Van Loo;75016;PARIS;01/06/1958;01/06/1958;0;41;0;0;41;0;0;0;0;0;0
119LU;LUNEVILLE 9 /9A /9Bis;01;9/9A/9BIS rue de Lunéville;75019;PARIS;21/09/2007;21/09/2007;1;0;0;0;0;0;0;0;0;0;0
119AP;ALSACE LORRAINE-PREVOYAN;G;14 rue d' Alsace-Lorraine;75019;PARIS;01/04/1978;01/05/1979;2;61;61;0;0;0;0;2 787;2 787;2 811;2 787
117P9;POUCHET 90;01;90 rue  Pouchet;75017;PARIS;01/01/1992;01/01/1970;1;0;0;0;0;0;0;0;0;0;0
119IS;INDOCHINE-SERURIER-PTE B;I4;2 avenue  Ambroise Rendu;75019;PARIS;01/04/1935;01/12/1930;7;38;31;0;0;5;0;1 887;1 887;2 272;1 893
119IS;INDOCHINE-SERURIER-PTE B;CHFH;5 boulevard d' Indochine;75019;PARIS;01/04/1935;01/12/1930;0;0;0;0;0;0;0;0;0;0;0
119IS;INDOCHINE-SERURIER-PTE B;CHFD;15 avenue  Ambroise Rendu;75019;PARIS;01/04/1935;01/12/1930;0;0;0;0;0;0;0;0;0;0;0
119CJ;1 Cité Jandelle;AC02;1 cité  Jandelle;75019;PARIS;01/03/2023;22/07/2015;0;1;0;0;0;1;0;0;0;38;0
119CL;CLAVEL 14/16;PKA1;14 rue  Clavel;75019;PARIS;01/07/1960;07/09/2016;1;22;0;0;22;0;0;0;0;36;0
119SD;QUAISEINE 85 DUVERGIER 4;01;85 quai de la Seine;75019;PARIS;01/01/1988;31/07/2009;5;53;48;0;0;3;3 775;3 614;3 546;4 294;0
113JJ;"	JENNER-JEANNE D'ARC";ADMI;17 rue  Jenner;75013;PARIS;01/12/1977;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
502LB;LEOPOLD BELLAN 13;01;13 rue  Léopold Bellan;75002;PARIS;;01/01/1970;3;0;0;0;0;0;0;0;0;0;0
119BC;BOLIVAR-CHAUFOURNIERS;PKC1;22BIS avenue  Mathurin Moreau;75019;PARIS;01/04/1980;01/10/2021;0;60;0;0;60;0;0;0;0;630;0
119OO;OURCQ 49/53-OISE 3/9;A;3 rue de l' Oise;75019;PARIS;01/02/1923;21/03/1922;5;47;44;0;0;3;0;1 714;1 714;2 141;35
115LA;LACORDAIRE28;02;28 rue  Lacordaire;75015;PARIS;01/01/1928;29/04/2013;1;3;3;0;0;0;129;117;117;140;117
119AC;ARMAND CARREL 27;PKA2;27 rue  Armand Carrel;75019;PARIS;01/03/1963;01/01/1940;0;64;0;0;64;0;0;0;0;0;0
118CY;CLICHY 120;01;120 boulevard de Clichy;75018;PARIS;01/01/1908;01/07/2010;3;16;15;0;0;1;1 018;968;968;1 162;87
119MC;MEAUX-ARMAND CARREL;EGLI;80 rue de Meaux;75019;PARIS;01/11/1957;01/01/1940;0;1;0;0;0;1;0;0;0;774;0
119JI;JANSSEN-INSPECTEUR ALLES;BIB1;14 rue  Janssen;75019;PARIS;01/12/1975;01/01/1940;0;0;0;0;0;0;0;0;0;0;0
119IS;INDOCHINE-SERURIER-PTE B;A2;4 rue de Cahors;75019;PARIS;01/04/1935;01/12/2007;2;46;42;0;0;0;0;2 073;2 073;2 101;0
119IS;INDOCHINE-SERURIER-PTE B;J1;2 rue de la Corrèze;75019;PARIS;01/04/1935;01/12/1930;3;51;42;0;0;1;0;2 585;2 585;2 865;2 585
119IS;INDOCHINE-SERURIER-PTE B;C3;3 rue de la Corrèze;75019;PARIS;01/04/1935;01/12/1930;2;49;42;0;0;0;0;2 028;2 028;2 062;0
119IS;INDOCHINE-SERURIER-PTE B;CHFF;14 avenue  Ambroise Rendu;75019;PARIS;01/04/1935;01/12/1930;0;0;0;0;0;0;0;0;0;0;0
119CL;CLAVEL 14/16;01;14 rue  Clavel;75019;PARIS;01/07/1960;08/12/2022;4;79;76;0;0;0;0;4 219;4 219;4 529;4 219
119TH;THIONVILLE1/3  COLMAR2/6;01;1/3 rue de Thionville;75019;PARIS;02/01/2014;07/03/2014;1;0;0;0;0;0;0;0;0;0;0
119SU;SUD 2-PETIT 26/28;01;2 passage du Sud;75019;PARIS;10/01/2000;01/12/1999;3;53;29;0;22;1;1 831;1 745;1 745;2 273;4
120N7;NOISY LE SEC 5BIS/7;ADMI;5BIS/7 rue de Noisy le Sec;75020;PARIS;01/07/2002;21/06/2002;0;0;0;0;0;0;0;0;0;0;0
511BR;27-35 rue Bréguet;01;27/35 rue  Bréguet;75011;PARIS;01/01/1970;27/09/2012;0;0;0;0;0;0;0;0;0;0;0
119P4;PRADIER 40;PKC1;40 rue  Pradier;75019;PARIS;03/08/1999;06/08/1999;0;16;0;0;16;0;0;0;0;188;0
119OO;OURCQ 49/53-OISE 3/9;RES2;3 rue de l' Oise;75019;PARIS;01/02/1923;01/01/2004;0;0;0;0;0;0;0;0;0;0;0
118HE;HERMEL 47;01;47 rue  Hermel;75018;PARIS;;16/02/2012;2;7;7;0;0;0;482;462;462;501;0
119AL;ALSACE LORRAINE-SOLIDARI;A;22/24/26 rue d' Alsace-Lorraine;75019;PARIS;01/03/1981;10/04/1981;2;114;112;0;0;1;0;7 976;7 976;8 395;8 018
118PP;POLONCEAU 53/57-POISSONN;TER4;6 rue des Poissonniers;75018;PARIS;26/12/1996;01/01/1970;1;0;0;0;0;0;0;0;0;0;0
119KT;GASTON REBUFFAT - TANGER;01;18 A rue  Gaston Rebuffat;75019;PARIS;01/12/1958;01/01/1940;3;91;89;0;0;0;30;4 619;4 589;4 905;4 593
119KA;ALPHONSE KARR;A;5 rue  Alphonse Karr;75019;PARIS;01/08/1932;01/01/1932;2;13;13;0;0;0;0;756;756;759;0
119IS;INDOCHINE-SERURIER-PTE B;CHFE;20 avenue  Ambroise Rendu;75019;PARIS;01/04/1935;01/12/1930;0;0;0;0;0;0;0;0;0;0;0
119IS;INDOCHINE-SERURIER-PTE B;J2;3 avenue de la Porte Brunet;75019;PARIS;01/04/1935;01/12/1930;7;43;37;0;0;5;0;2 267;2 267;2 892;2 436
119IS;INDOCHINE-SERURIER-PTE B;C2;4 rue de Périgueux;75019;PARIS;01/04/1935;01/12/1930;1;20;20;0;0;0;0;934;934;957;0
119IS;INDOCHINE-SERURIER-PTE B;CHFI;14 rue de Périgueux;75019;PARIS;01/04/1935;01/12/1930;0;0;0;0;0;0;0;0;0;0;0
119SP;SECRETAN-PAILLERON;PKA1;81 avenue  Secrétan;75019;PARIS;01/04/1960;01/03/1960;2;24;0;0;24;0;0;0;0;121;0
119VS;VILLETTE-STEMLER-ST CHAU;PKC1;50/54 boulevard de la Villette;75019;PARIS;01/04/1982;24/05/2024;0;123;0;0;123;0;0;0;0;1 553;0
119SP;SECRETAN-PAILLERON;01;65 avenue  Secrétan;75019;PARIS;01/04/1960;01/03/1960;7;153;145;0;0;0;0;8 324;8 269;8 350;8 328
120B3;"	BOYER 13/17";ADMI;13/17 rue  Boyer;75020;PARIS;01/04/1987;01/02/1991;0;0;0;0;0;0;0;0;0;0;0
