HP2;Chaufferie multi HP;Nom Groupe;Nombre de logements;Date de construction;Adresse;Adresse (suite);Code Postal;Ville;Type combustible;Code site;Site;Type d'équipement;Equipement;Commentaire;Marque;Modèle;Puissance;Sous-station chauffage (numéro équipement);Présence Cogénération;Date de mise en service / Date de rénovation;Sonde extérieure avec régulation;Panneaux solaire photovoltaique;Thermique;Travaux réalisés;Date d'achèvement travaux;Adresse de l'opération;Travaux réalisés;Date d'achèvement travaux;Adresse de l'opération
110VE;;VELLEFAUX-SAMBRE & MEUSE;108;01/01/1973;30/36 Claude Vellefaux;22/24 Sambre-et-Meuse;75010;PARIS;Gaz;CHF0000215;24 RUE SAMBRE ET MEUSE;CHAUDIERE;CHAUDIERE N°2;X 1;RIELLO;CHAUDIERE N°2 RTS 448 3S;448;;;01/01/2014;OUI;;OUI;Chaudière à condensation avec contrat d'exploitation;09/09/2014;24 rue Sambre et Meuse;Isolation des murs. Mise en place d’un doublage isolant (complexe ou sur ossature) sur mur(s) en façade ou en pignon. ;03/11/2021;34 rue Vellefaux
110VN;;VERDUN 1;28;01/01/1930;1 avenue de Verdun;;75010;PARIS;Gaz;CHF0000655;1 AV DE VERDUN;CHAUDIERE;CHAUDIERE;X 1;DE DIETRICH;CHAUDIERE GT338;340;;;01/01/2012;OUI;;;;;;;;
110VS;;VINAIGRIERS;43;01/01/1900;31-33 rue des Vinaigriers;;75010;PARIS;Gaz;CHF0000747;31/33 RUE DES VINAIGRIERS;CHAUDIERE;CHAUDIERE;X 2;ELCO;CHAUDIERE RENDAMAX R601;142;;;01/01/2012;OUI;;;;;;;;
111AU;;AUGUSTE LAURENT - ROQUET;109;01/11/1969;12/16 Auguste Laurent;142 Roquette;75011;PARIS;Gaz;CHF0000060;12/14 RUE AUGUSTE LAURENT;CHAUDIERE;CHAUDIERE N°1;X 1;RIELLO;CHAUDIERE N°1 TAU;210;;;01/01/2014;OUI;;;"Chaudière à condensation avec contrat d'exploitation
Chaudière à condensation avec contrat d'exploitation";"06/11/2014
06/11/2014";"142 rue de la Roquette
12/14 rue Auguste Laurent";;;
111AU;;AUGUSTE LAURENT - ROQUET;109;01/11/1969;12/16 Auguste Laurent;142 Roquette;75011;PARIS;Gaz;CHF0000060;12/14 RUE AUGUSTE LAURENT;CHAUDIERE;CHAUDIERE N°2;X 1;DE DIETRICH;CHAUDIERE N°2 GT 309;275;;;01/01/2009;OUI;;;"Chaudière à condensation avec contrat d'exploitation
Chaudière à condensation avec contrat d'exploitation";"06/11/2014
06/11/2014";"142 rue de la Roquette
12/14 rue Auguste Laurent";;;
111AU;;AUGUSTE LAURENT - ROQUET;109;01/11/1969;Auguste Laurent (rue ) n° 12/16;;75011;PARIS;Gaz;CHF0000077;142 RUE DE LA ROQUETTE;CHAUDIERE;CHAUDIERE N° 1;X 1;CHAPPEE;CHAUDIERE N° 1 NXR 4 / 409;360;;;01/01/1998;OUI;;;"Chaudière à condensation avec contrat d'exploitation
Chaudière à condensation avec contrat d'exploitation";"06/11/2014
06/11/2014";"142 rue de la Roquette
12/14 rue Auguste Laurent";;;
111AU;;AUGUSTE LAURENT - ROQUET;109;01/11/1969;Auguste Laurent (rue ) n° 12/16;;75011;PARIS;Gaz;CHF0000077;142 RUE DE LA ROQUETTE;CHAUDIERE;CHAUDIERE N° 2;X 1;RIELLO;CHAUDIERE N° 2 TAU;210;;;01/01/2014;OUI;;;"Chaudière à condensation avec contrat d'exploitation
Chaudière à condensation avec contrat d'exploitation";"06/11/2014
06/11/2014";"142 rue de la Roquette
12/14 rue Auguste Laurent";;;
111B2;;BASFROI 18-24;54;01/02/2016;Basfroi (rue ) n° 22;;75011;PARIS;Gaz;CHF0000746;18/24 RUE BASFROI;CHAUDIERE;CHAUDIERE;X 2;ATLANTIC GUILLOT;CHAUDIERE VARMAX 140;140;;;06/06/2016;OUI;;;;;;;;
111BD;;BASFROI-DALLERY-ROQUETTE;203;01/06/1997;43/49 Basfroi 98/100 Roquette;28/38 Charles Dallery;75011;PARIS;CPCU;CHF0000486;49 RUE BASFROI - ESC H;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR CPCU SUR SKID;X 2;ARI ARMATUREN;ECHANGEUR CPCU SUR SKID ENCOSYS;850;;;01/01/2017;OUI;;;Réhabilitation d'un poste de livraison de chaleur;27/06/2016;49 RUE BASFROI;;;
111BU;;BUREAU 58;154;01/06/1969;58/60 Bureau;;75011;PARIS;Gaz;CHF0000289;58 PASSAGE DU BUREAU - ESC 2;CHAUDIERE;CHAUDIERE GAZ;X 1;RIELLO;CHAUDIERE GAZ RTQ 318 3S;318;;;01/01/2014;OUI;;OUI;Chaudière basse température avec contrat d'exploitation;11/12/2014;58 passage du Bureau;;;
111BU;;BUREAU 58;154;01/06/1969;58/60 Bureau;;75011;PARIS;Gaz;CHF0000289;58 PASSAGE DU BUREAU - ESC 2;CHAUDIERE;CHAUDIERE GAZ;X 2;SECCACIER;CHAUDIERE GAZ MONOREX L;700;;;01/01/2003;OUI;;OUI;Chaudière basse température avec contrat d'exploitation;11/12/2014;58 passage du Bureau;;;
111CF;;CROIX FAUBIN 14/16 - ROQ;32;01/01/1933;14/16 Croix Faubin 168 Roquette;;75011;PARIS;Gaz;CHF0000064;14 RUE DE LA CROIX FAUBIN;CHAUDIERE;CHAUDIERE;X 2;SECCACIER;CHAUDIERE TRIVAREX 1;250;;;01/01/1999;OUI;;;Chaudière collective haute performance énergétique;06/09/2021;14 RUE DE LA CROIX FAUBIN;;;
111CR;;CHARONNE 61-65;105;30/05/2016;Charonne (boulevard de ) n° 63;;75011;PARIS;Gaz;CHF0000751;63 BOULEVARD DE CHARONNE;CHAUDIERE;CHAUDIERE;X 2;DE DIETRICH;CHAUDIERE C330-350 ECO;350;EQP1044867;;01/01/2015;OUI;;;;;;;;
111LC;;LACHARRIERE 8BIS/10;43;01/01/1971;8bis/10 rue Lacharrière;;75011;PARIS;Gaz;CHF0000652;8 BIS RUE LACHARRIèRE;CHAUDIERE;CHAUDIERE;X 1;WEISHAUPT;CHAUDIERE WTC-GB 170A;170;;;01/01/2014;OUI;;;Chaudière à condensation avec contrat d'exploitation;08/09/2014;8 bis rue Lacharrière;;;
111LC;;LACHARRIERE 8BIS/10;43;01/01/1971;8bis/10 rue Lacharrière;;75011;PARIS;Gaz;CHF0000652;8 BIS RUE LACHARRIèRE;CHAUDIERE;CHAUDIERE;X 1;WEISHAUPT;CHAUDIERE WTC-GB 120A;120;;;01/01/2014;OUI;;;Chaudière à condensation avec contrat d'exploitation;08/09/2014;8 bis rue Lacharrière;;;
111ME;;MERCOEUR;186;01/12/1959;3/21 rue Mercoeur;;75011;PARIS;Gaz;CHF0000029;19 RUE MERCOEUR - ESC 7;CHAUDIERE;CHAUDIERE N° 1;X 1;VIESSMANN;CHAUDIERE N° 1 VITOCROSSAL 300-635;635;;;01/01/2012;OUI;;;;;;;;
111ME;;MERCOEUR;186;01/12/1959;3/21 rue Mercoeur;;75011;PARIS;Gaz;CHF0000029;19 RUE MERCOEUR - ESC 7;CHAUDIERE;CHAUDIERE N° 2;X 1;VIESSMANN;CHAUDIERE N° 2 VITOCROSSAL 300-635;635;;;01/01/2012;OUI;;;;;;;;
111ME;;MERCOEUR;186;01/12/1959;3/21 rue Mercoeur;;75011;PARIS;Gaz;CHF0000029;19 RUE MERCOEUR - ESC 7;CHAUDIERE;CHAUDIERE N° 3;X 1;VIESSMANN;CHAUDIERE N° 3 VITOCROSSAL 300-508;508;;;01/01/2012;OUI;;;;;;;;
111P2;;PHILIPPE AUGUSTE 26 - MO;103;01/04/1962;26/36 Philippe-Auguste;;75011;PARIS;Gaz;CHF0000168;26 AV PHILIPPE AUGUSTE;CHAUDIERE;CHAUDIERE GAZ;X 2;RENDAMAX;CHAUDIERE GAZ R 605;370;;;01/01/2014;OUI;;;Chaudière à condensation avec contrat d'exploitation;15/12/2014;26 avenue Philippe Auguste;;;
111P3;;PHILIPPE AUGUSTE 36;75;01/05/1954;36/38 avenue Philippe Auguste;;75011;PARIS;Gaz;CHF0000216;36 AV PHILIPPE AUGUSTE - ESC 1;CHAUDIERE;CHAUDIERE N°1;X 1;BUDERUS;CHAUDIERE N°1 LOGANO PLUS SB 615;400;;;01/01/2008;OUI;;;;;;;;
111P3;;PHILIPPE AUGUSTE 36;75;01/05/1954;36/38 avenue Philippe Auguste;;75011;PARIS;Gaz;CHF0000216;36 AV PHILIPPE AUGUSTE - ESC 1;CHAUDIERE;CHAUDIERE N°2;X 1;VIESSMANN;CHAUDIERE N°2 VITOCROSSAL 300 CT3;400;;;01/01/2017;OUI;;;;;;;;
111P5;;PHILIPPE AUGUSTE 45/53;72;01/01/1968;43/53 Avenue Philippe Auguste;;75011;PARIS;Gaz;CHF0000666;45 AV PHILIPPE AUGUSTE;CHAUDIERE;CHAUDIERE;X 1;VIESSMANN;CHAUDIERE VITOCROSSAL 200/CT2;575;;;01/01/2012;OUI;;;REHABILITATION ET PLAN CLIMAT;15/12/2014;;;;
111P5;;PHILIPPE AUGUSTE 45/53;72;01/01/1968;43/53 Avenue Philippe Auguste;;75011;PARIS;Gaz;CHF0000666;45 AV PHILIPPE AUGUSTE;CHAUDIERE;CHAUDIERE;X 1;VIESSMANN;CHAUDIERE VITOPLEX 200/SX2;440;;;01/01/2012;OUI;;;REHABILITATION ET PLAN CLIMAT;15/12/2014;;;;
111PA;;PASTEUR 19 POPINCOURT;36;01/01/1880;19 rue Pasteur/imp.Popincourt;;75011;PARIS;Gaz;CHF0000522;19 RUE PASTEUR;CHAUDIERE;CHAUDIERE N°1;X 1;CHAPPEE;CHAUDIERE N°1 NRX 3/37;210;;;01/01/2004;OUI;;;Chaudière à condensation avec contrat d'exploitation;08/09/2014;19 rue Pasteur;;;
111PA;;PASTEUR 19 POPINCOURT;36;01/01/1880;19 rue Pasteur/imp.Popincourt;;75011;PARIS;Gaz;CHF0000522;19 RUE PASTEUR;CHAUDIERE;CHAUDIERE N°2;X 1;RIELLO;CHAUDIERE N°2 TAU 110 UNIT;110;;;01/01/2014;OUI;;;Chaudière à condensation avec contrat d'exploitation;08/09/2014;19 rue Pasteur;;;
111SE;;SERVAN 28/30-OMER TALON;54;01/12/1959;30 rue Servan 2 rue Omer Talon;;75011;PARIS;Gaz;CHF0000201;30 RUE SERVAN;CHAUDIERE;CHAUDIERE 1;X 1;RENDAMAX;CHAUDIERE 1 R2805;320;;;01/01/1998;OUI;;;;;;;;
111SE;;SERVAN 28/30-OMER TALON;54;01/12/1959;30 rue Servan 2 rue Omer Talon;;75011;PARIS;Gaz;CHF0000201;30 RUE SERVAN;CHAUDIERE;CHAUDIERE 2;X 1;RENDAMAX;CHAUDIERE 2 R2805;320;;;01/01/2002;OUI;;;;;;;;
111TC;;TAILLEBOURG - CHARONNE;46;01/05/1956;10 Taillebourg 15/21 Charonne;10 Trône;75011;PARIS;Gaz;CHF0000081;15 BD DE CHARONNE;CHAUDIERE;CHAUDIERE N° 1;X 1;VIESSMANN;CHAUDIERE N° 1 VITOCROSSAL 200 CM2;311;;;01/01/2012;OUI;;;Chaudière à condensation avec contrat d'exploitation;14/10/2013;15 bd de Charonne;;;
111TC;;TAILLEBOURG - CHARONNE;46;01/05/1956;10 Taillebourg 15/21 Charonne;10 Trône;75011;PARIS;Gaz;CHF0000081;15 BD DE CHARONNE;CHAUDIERE;CHAUDIERE N° 2;X 1;VIESSMANN;CHAUDIERE N° 2 VITOPLEX 100 PV1;310;;;01/01/2012;OUI;;;Chaudière à condensation avec contrat d'exploitation;14/10/2013;15 bd de Charonne;;;
111VA;111MJ;VAUCOULEURS-ORILLON-MOUL;110;01/12/1982;26/36 Vaucouleurs 32/34 Orillon;37 Moulin Joly;75011;PARIS;Gaz;CHF0000170;26 RUE VAUCOULEURS;CHAUDIERE;CHAUDIERE;X 2;BUDERUS;CHAUDIERE LOGANO 434 X - TGR 600;404;EQP1025243;;01/01/2002;OUI;;;Chaudière à haute performance énergétique;26/09/2019;26 rue Vaucouleurs 75011 Paris;PLAN CLIMAT;15/12/2023;
112C9;;CHARENTON 186/192;40;14/01/1998;186/192 Charenton;;75012;PARIS;CPCU;CHF0000490;186 RUE DE CHARENTON;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR CPCU;X 2;COLLARD TROLART;ECHANGEUR CPCU HT 90/130;170;;;01/01/2018;OUI;;;;;;;;
112CH;112CM;CHARENTON 283/291;122;01/07/1963;283/291 Charenton;;75012;PARIS;Gaz;CHF0000136;20 RUE NICOLAI;CHAUDIERE;CHAUDIERE 1;X 1;VIESSMANN;CHAUDIERE 1 VITOCROSSAL CR3B;950 kW;EQP1025478;;01/01/2015;OUI;;;;;;REHABILITATION ET PLAN CLIMAT;15/03/2025;
112CH;112CM;CHARENTON 283/291;122;01/07/1963;283/291 Charenton;;75012;PARIS;Gaz;CHF0000136;20 RUE NICOLAI;CHAUDIERE;CHAUDIERE 2 ET 3;X 2;SECCACIER;CHAUDIERE 2 ET 3 MONOREX;1250;EQP1025478;;01/01/1998;OUI;;;;;;REHABILITATION ET PLAN CLIMAT;15/03/2025;
112CH;112CM;CHARENTON 283/291;122;01/07/1963;283/291 Charenton;;75012;PARIS;Gaz;CHF0000136;20 RUE NICOLAI;ECHANGEUR DE CHALEUR EAU/EAU;ECHANGEUR COGE;X 1;VITHERM;ECHANGEUR COGE;800;EQP1025478;;01/01/2011;OUI;;;;;;REHABILITATION ET PLAN CLIMAT;15/03/2025;
112D8;;DIDEROT 89/91;41;01/10/1958;89/91 Boulevard Diderot;;75012;PARIS;Gaz;CHF0000356;89 BD DIDEROT - ESC 2;CHAUDIERE;CHAUDIERE N° 2;X 1;DE DIETRICH;CHAUDIERE N° 2 ECO 230-170;166;;;01/01/2009;OUI;;;;;;;;
112D8;;DIDEROT 89/91;41;01/10/1958;89/91 Boulevard Diderot;;75012;PARIS;Gaz;CHF0000356;89 BD DIDEROT - ESC 2;CHAUDIERE;CHAUDIERE N° 1;X 1;DE DIETRICH;CHAUDIERE N° 1 ECO 230-170;166;;;01/01/2009;OUI;;;;;;;;
112DA;;DAUMESNIL 231;26;01/10/1951;231 avenue Daumesnil;;75012;PARIS;Gaz;CHF0000155;231 AV DAUMESNIL;CHAUDIERE;CHAUDIERE;X 2;WEISHAUPT;CHAUDIERE WTC GB 120;122;;;01/01/2014;OUI;;;Chaudière à condensation avec contrat d'exploitation;30/05/2014;231 avenue Daumesnil;;;
112DI;;DIDEROT 152;36;01/06/1958;152 Boulevard Diderot;;75012;PARIS;Gaz;CHF0000088;152 BD DIDEROT;CHAUDIERE;CHAUDIERE N° 2;X 1;DE DIETRICH;CHAUDIERE N° 2 GT 307;185;;;01/01/2001;OUI;;;;;;;;
112DI;;DIDEROT 152;36;01/06/1958;152 Boulevard Diderot;;75012;PARIS;Gaz;CHF0000088;152 BD DIDEROT;CHAUDIERE;CHAUDIERE N° 1;X 1;DE DIETRICH;CHAUDIERE N° 1 GT 307;185;;;01/01/2004;OUI;;;;;;;;
112EC;;ERARD-CHARENTON;519;01/06/1970;10/14 Erard 159/169 Charenton;;75012;PARIS;CPCU;CHF0000016;163 RUE DE CHARENTON;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR CPCU;X 4;COLLARD TROLART;ECHANGEUR CPCU HT 250/88;1400;EQP1025133;;01/01/2016;OUI;;;"Réhabilitation d'un poste de livraison de chaleur
Isolation des murs
Isolation d'un plancher
Fenêtre ou porte-fenêtre complète avec vitrage isolant
Robinets thermostatiques
Réhabilitation globale d'un bâtiment résidentiel
Luminaire à modules LED avec dispositif de contrôle pour les parties communes ";"01/12/2016
25/06/2018
25/06/2018
25/06/2018
25/06/2018
25/06/2018
27/11/2019";"163 RUE DE CHARENTON
10-14 rue Erard  159-163 rue de Charenton - Bâtiments B C J1 et J2
10-14 rue Erard  159-163 rue de Charenton - Bâtiments B C J1 et J2
10-14 rue Erard  159-163 rue de Charenton - Bâtiments B C J1 et J2
10-14 rue Erard  159-163 rue de Charenton - Bâtiments B C J1 et J2
10-14 rue Erard  159-163 rue de Charenton - Bâtiments B C J1 et J2
159-163 rue de Charenton 10 rue Erard 75012";PLAN CLIMAT;15/12/2016;
112ER;;ERARD-ROZANOFF;296;01/04/1965;24/30 Erard 5/13 Eugénie Eboué;23/35 Colonel Rozanoff;75012;PARIS;CPCU;CHF0000199;30 RUE ERARD;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR CPCU;X 2;COLLARD TROLART;ECHANGEUR CPCU HELICOTHERM HT 200/62;850;EQP1025364;;01/01/2017;OUI;;;Réhabilitation d'un poste de livraison de chaleur;25/04/2016;30 RUE ERARD;PLAN CLIMAT;15/12/2018;
112GC;;G CONTENOT-C DECAEN;485;01/06/1955;Georges Contenot (square ) n° 2/8 1/9;;75012;PARIS;Gaz;CHF0000204;32 RUE DE LA BRèCHE AUX LOUPS - ESC 19;CHAUDIERE;CHAUDIERE N° 1;X 1;GUILLOT;CHAUDIERE N° 1 OPTIMAGAZ 348;230;;;01/01/1991;OUI;;;Chaudière basse température avec contrat d'exploitation;30/05/2014;46 rue de la Brèche aux Loups;PLAN CLIMAT;15/11/2021;
112GC;;G CONTENOT-C DECAEN;485;01/06/1955;Georges Contenot (square ) n° 2/8 1/9;;75012;PARIS;Gaz;CHF0000204;32 RUE DE LA BRèCHE AUX LOUPS - ESC 19;CHAUDIERE;CHAUDIERE N° 2;X 1;SALMSON;CHAUDIERE N° 2 MA 185-4;345;;;01/01/1992;OUI;;;Chaudière basse température avec contrat d'exploitation;30/05/2014;46 rue de la Brèche aux Loups;PLAN CLIMAT;15/11/2021;
112GC;;G CONTENOT-C DECAEN;485;01/06/1955;Georges Contenot (square ) n° 2/8 1/9;;75012;PARIS;Gaz;CHF0000249;46 RUE DE LA BRèCHE AUX LOUPS - ESC 13;CHAUDIERE;CHAUDIERE N° 1;X 1;GUILLOT;CHAUDIERE N° 1 OPTIMAGAZ 348;403;;;01/01/2006;OUI;;;Chaudière basse température avec contrat d'exploitation;30/05/2014;46 rue de la Brèche aux Loups;PLAN CLIMAT;15/11/2021;
112GC;;G CONTENOT-C DECAEN;485;01/06/1955;Georges Contenot (square ) n° 2/8 1/9;;75012;PARIS;Gaz;CHF0000249;46 RUE DE LA BRèCHE AUX LOUPS - ESC 13;CHAUDIERE;CHAUDIERE N° 2;X 1;SALMSON;CHAUDIERE N° 2 SCX 65-90;345;;;01/01/2014;OUI;;;Chaudière basse température avec contrat d'exploitation;30/05/2014;46 rue de la Brèche aux Loups;PLAN CLIMAT;15/11/2021;
112GC;;G CONTENOT-C DECAEN;485;01/06/1955;Georges Contenot (square ) n° 2/8 1/9;;75012;PARIS;Gaz;CHF0000329;75 RUE CLAUDE DECAEN - ESC 6;CHAUDIERE;CHAUDIERE N° 1;X 1;GUILLOT;CHAUDIERE N° 1 OPTIMAGAZ 232;230;;;01/01/1994;OUI;;;Chaudière basse température avec contrat d'exploitation;30/05/2014;46 rue de la Brèche aux Loups;PLAN CLIMAT;15/11/2021;
112GC;;G CONTENOT-C DECAEN;485;01/06/1955;Georges Contenot (square ) n° 2/8 1/9;;75012;PARIS;Gaz;CHF0000329;75 RUE CLAUDE DECAEN - ESC 6;CHAUDIERE;CHAUDIERE N° 2;X 1;SALMSON;CHAUDIERE N° 2 SCX 50-25;230;;;01/01/1994;OUI;;;Chaudière basse température avec contrat d'exploitation;30/05/2014;46 rue de la Brèche aux Loups;PLAN CLIMAT;15/11/2021;
112GC;;G CONTENOT-C DECAEN;485;01/06/1955;Georges Contenot (square ) n° 2/8 1/9;;75012;PARIS;Gaz;CHF0000333;77 RUE CLAUDE DECAEN;CHAUDIERE;CHAUDIERE N° 1;X 1;DE DIETRICH;CHAUDIERE N° 1 GT 414;700;;;01/01/2007;OUI;;;Chaudière basse température avec contrat d'exploitation;30/05/2014;46 rue de la Brèche aux Loups;PLAN CLIMAT;15/11/2021;
112GC;;G CONTENOT-C DECAEN;485;01/06/1955;Georges Contenot (square ) n° 2/8 1/9;;75012;PARIS;Gaz;CHF0000333;77 RUE CLAUDE DECAEN;CHAUDIERE;CHAUDIERE N° 2;X 1;DE DIETRICH;CHAUDIERE N° 2 GT 411;700;;;01/01/2007;OUI;;;Chaudière basse température avec contrat d'exploitation;30/05/2014;46 rue de la Brèche aux Loups;PLAN CLIMAT;15/11/2021;
112GC;;G CONTENOT-C DECAEN;485;01/06/1955;Georges Contenot (square ) n° 2/8 1/9;;75012;PARIS;Gaz;CHF0000333;77 RUE CLAUDE DECAEN;CHAUDIERE;CHAUDIERE N° 3;X 1;DE DIETRICH;CHAUDIERE N° 3 GT 411;495;;;01/01/2003;OUI;;;Chaudière basse température avec contrat d'exploitation;30/05/2014;46 rue de la Brèche aux Loups;PLAN CLIMAT;15/11/2021;
112GC;;G CONTENOT-C DECAEN;485;01/06/1955;Georges Contenot (square ) n° 2/8 1/9;;75012;PARIS;Gaz;CHF0000333;77 RUE CLAUDE DECAEN;CHAUDIERE;CHAUDIERE N° 4;X 1;CUENOD;CHAUDIERE N° 4 C100 GX 507/8;495;;;01/01/2003;OUI;;;Chaudière basse température avec contrat d'exploitation;30/05/2014;46 rue de la Brèche aux Loups;PLAN CLIMAT;15/11/2021;
112GO;;DOCTEUR GOUJON 11;33;01/01/1924;11 rue du docteur Goujon;;75012;PARIS;Gaz;CHF0000678;11 RUE DU DOCTEUR GOUJON;CHAUDIERE;CHAUDIERE;X 1;BUDERUS;CHAUDIERE LOGANO GE 315;140;;;01/01/2014;OUI;;;Chaudière à condensation avec contrat d'exploitation;19/12/2014;11 rue du Docteur Goujon;;;
112GO;;DOCTEUR GOUJON 11;33;01/01/1924;11 rue du docteur Goujon;;75012;PARIS;Gaz;CHF0000678;11 RUE DU DOCTEUR GOUJON;CHAUDIERE;CHAUDIERE;X 1;ATLANTIC GUILLOT;CHAUDIERE MODULO CONTROL M 145;150;;;01/01/2014;OUI;;;Chaudière à condensation avec contrat d'exploitation;19/12/2014;11 rue du Docteur Goujon;;;
112GR;;GRAVELLE CONTENOT;90;01/07/2016;Gravelle (rue de ) n° 5/11;;75012;PARIS;Gaz;CHF0000743;7 RUE GRAVELLE;CHAUDIERE;CHAUDIERE N°1;X 1;GUILLOT;CHAUDIERE N°1 VARMAX 180;180 kW;;;01/01/2015;OUI;;;;;;;;
112GR;;GRAVELLE CONTENOT;90;01/07/2016;Gravelle (rue de ) n° 5/11;;75012;PARIS;Gaz;CHF0000743;7 RUE GRAVELLE;CHAUDIERE;CHAUDIERE N°2;X 1;GRUNDFOS;CHAUDIERE N°2 VARMAX 180;180 kW;;;01/01/2015;OUI;;;;;;;;
112LE;;LEDRU ROLLIN 29;31;01/01/1929;29 avenue Ledru Rollin;;75012;PARIS;CPCU;CHF0000631;29 RUE LEDRU ROLLIN;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR CPCU;X 1;COLLARD TROLART;ECHANGEUR CPCU HELICOTHERM 125/40;360;;;01/01/2009;OUI;;;;;;;;
112M3;;MONTERA 33/33BIS/33TER;22;30/05/2014;Montera (rue ) n° 33/33BIS/33TER;;75012;PARIS;Gaz;CHF0000713;33 RUE MONTéRA;CHAUDIERE;CHAUDIERE;X 2;ATLANTIC GUILLOT;CHAUDIERE VARINO 100;97;;;01/01/2014;OUI;;;;;;;;
112MG;;MONTERA-GABON-SOULT-V;106;01/12/1957;35 Montera 32 Gabon 137 Soult;;75012;PARIS;Gaz;CHF0000213;35 RUE MONTERA;CHAUDIERE;CHAUDIERE PRODUCTION ECS;X 1;DE DIETRICH;CHAUDIERE PRODUCTION ECS C 310 -280 ECO;260;;;01/01/2005;OUI;;;PLAN CLIMAT;15/11/2021;;Isolation des murs;08/03/2022;32 rue du Gabon
112MG;;MONTERA-GABON-SOULT-V;106;01/12/1957;35 Montera 32 Gabon 137 Soult;;75012;PARIS;Gaz;CHF0000213;35 RUE MONTERA;CHAUDIERE;CHAUDIERE N° 1;X 1;DE DIETRICH;CHAUDIERE N° 1 GT 430-10;430;;;01/01/2010;OUI;;;PLAN CLIMAT;15/11/2021;;Isolation des murs;08/03/2022;32 rue du Gabon
112MG;;MONTERA-GABON-SOULT-V;106;01/12/1957;35 Montera 32 Gabon 137 Soult;;75012;PARIS;Gaz;CHF0000213;35 RUE MONTERA;CHAUDIERE;CHAUDIERE N° 2;X 1;SECCACIER;CHAUDIERE N° 2 PRIMAREX L4;400;;;01/01/2000;OUI;;;PLAN CLIMAT;15/11/2021;;Isolation des murs;08/03/2022;32 rue du Gabon
112P1;;PICPUS 12/14;23;01/01/1965;12/14 Bd de Picpus;;75012;PARIS;Gaz;CHF0000667;12/14 BD DE PICPUS;CHAUDIERE;CHAUDIERE N°2;X 1;DE DIETRICH;CHAUDIERE N°2 GT308;230;;;01/01/2005;OUI;;;;;;;;
112P1;;PICPUS 12/14;23;01/01/1965;12/14 Bd de Picpus;;75012;PARIS;Gaz;CHF0000667;12/14 BD DE PICPUS;CHAUDIERE;CHAUDIERE N°1;X 1;DE DIETRICH;CHAUDIERE N°1 GT 308;230;;;01/01/2005;OUI;;;;;;;;
112P8;;PICPUS 108;63;01/07/2008;Picpus (rue de ) n° 108;;75012;PARIS;Gaz;CHF0000643;108 RUE DE PICPUS;CHAUDIERE;CHAUDIERE;X 2;ATLANTIC GUILLOT;CHAUDIERE OPTIMAGAZ 174;173;;;01/01/2006;OUI;;OUI;;;;;;
112PI;;PICPUS-LEROY DUPRE-S;36;01/11/1955;40 boulevard de Picpus;;75012;PARIS;Gaz;CHF0000240;40 RUE DE PICPUS;CHAUDIERE;CHAUDIERE N° 1;X 1;SECCACIER;CHAUDIERE N° 1 TRIVAREX 1;140;;;01/01/2000;OUI;;;Chaudière      collective      haute      performance énergétique avec contrat  assurant  la  conduite de l’installation;25/07/2022;40 BOULEVARD PICPUS;;;
112PI;;PICPUS-LEROY DUPRE-S;36;01/11/1955;40 boulevard de Picpus;;75012;PARIS;Gaz;CHF0000240;40 RUE DE PICPUS;CHAUDIERE;CHAUDIERE N° 2;X 1;SECCACIER;CHAUDIERE N° 2 TRIVAREX 1;140;;;01/01/2000;OUI;;;Chaudière      collective      haute      performance énergétique avec contrat  assurant  la  conduite de l’installation;25/07/2022;40 BOULEVARD PICPUS;;;
112RA;;RAVEL-MALET-LAVISSE-LAUR;388;01/01/1933;2/16 5/11 Albert Malet 10 J Lema;13 E Laurent 2/6 E Lavisse 10 EL;75012;PARIS;CPCU;CHF0000320;7 RUE ALBERT MALET;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR DE CHALEUR VAPEUR/EAU;X 1;COLLARD TROLART;ECHANGEUR DE CHALEUR VAPEUR/EAU HT 200-62;700;;;01/01/2017;OUI;;;"Calorifugeage réseau hydraulique de chauffage
Calorifugeage réseau hydraulique de chauffage
Isolation d’un réseau hydraulique d’eau chaude sanitaire 
Réhabilitation d'un poste de livraison de chaleur";"28/12/2017
26/03/2018
26/03/2018
26/03/2018
26/03/2018";"7 rue Albert Malet
10 rue Albert Malet
10 rue Albert Malet
10 rue Albert Malet
10 rue Albert Malet";;;
